average,cpu,thrust,work-efficient-hierarchical
16777216,861.037,4.23152,149.989

sample-77,cpu,thrust,work-efficient-hierarchical
4096,0.1497,0.057344,0.824992
16384,0.7406,0.089952,0.845824
65536,3.2561,0.088416,1.09379
262144,14.5286,0.198112,2.33501
1048576,56.0252,0.583744,10.0482
4194304,229.887,0.860288,36.0307
16777216,911.256,5.11072,159.436

sample-78,cpu,thrust,work-efficient-hierarchical
4096,0.145,0.053248,0.834528
16384,0.6979,0.088928,0.85632
65536,3.1877,0.087904,1.08954
262144,13.6523,0.334432,2.27738
1048576,53.2726,0.515392,10.0706
4194304,207.266,1.09155,36.3269
16777216,882.904,5.04218,159.454

sample-79,cpu,thrust,work-efficient-hierarchical
4096,0.1512,0.058592,0.824896
16384,0.7164,0.100352,0.854528
65536,3.3226,0.094208,1.09158
262144,17.5199,0.24576,2.27411
1048576,56.3069,0.34816,9.93926
4194304,221.534,0.85424,36.0029
16777216,910.748,5.14448,161.436

sample-80,cpu,thrust,work-efficient-hierarchical
4096,0.146,0.053248,0.823616
16384,0.6859,0.09008,0.851968
65536,3.1525,0.088,1.10035
262144,14.1374,0.252256,2.25517
1048576,56.8408,0.333088,9.97194
4194304,214.602,0.999424,36.0309
16777216,862.797,5.12218,169.429

sample-81,cpu,thrust,work-efficient-hierarchical
4096,0.1442,0.072288,0.82288
16384,0.6854,0.089792,0.853664
65536,3.1448,0.090112,1.08954
262144,14.6107,0.212384,2.26298
1048576,54.8416,0.56928,10.0394
4194304,220.538,0.837856,35.9819
16777216,884.997,4.25226,154.6

sample-82,cpu,thrust,work-efficient-hierarchical
4096,0.1554,0.056352,0.834816
16384,0.7739,0.090688,1.0752
65536,3.532,0.090496,1.09363
262144,14.8328,0.294464,2.26483
1048576,54.9118,0.401408,10.0362
4194304,209.272,0.956416,36.0735
16777216,865.208,5.18141,158.482

sample-83,cpu,thrust,work-efficient-hierarchical
4096,0.1644,0.055296,1.34704
16384,0.7696,0.089728,0.851968
65536,3.4925,0.09216,1.09158
262144,14.068,0.429504,2.43098
1048576,53.7449,0.550912,9.94173
4194304,236.614,0.841408,36.0417
16777216,890.025,5.19139,156.848

sample-84,cpu,thrust,work-efficient-hierarchical
4096,0.1522,0.055808,0.817248
16384,0.7221,0.090464,0.8568
65536,3.2838,0.090048,1.09037
262144,15.5798,0.354304,2.26509
1048576,56.4278,0.453248,9.93488
4194304,213.022,1.01344,36.0583
16777216,861.342,4.87462,160.789

sample-85,cpu,thrust,work-efficient-hierarchical
4096,0.1485,0.054752,0.820128
16384,0.7582,0.089152,0.84288
65536,3.2074,0.0872,1.09571
262144,14.0882,0.397664,2.28576
1048576,56.3992,0.47152,10.0557
4194304,209.585,1.13472,36.2695
16777216,897.737,5.16096,161.725

sample-86,cpu,thrust,work-efficient-hierarchical
4096,0.1597,0.057312,0.830176
16384,0.7669,0.088064,0.8568
65536,3.7027,0.087008,1.0769
262144,14.8509,0.270144,2.29926
1048576,56.9348,0.403456,9.97414
4194304,225.877,0.958976,36.0585
16777216,838.182,5.0729,172.406

sample-87,cpu,thrust,work-efficient-hierarchical
4096,0.1463,0.07152,0.878848
16384,0.6981,0.100128,0.882688
65536,3.3294,0.09216,1.11821
262144,14.241,0.336704,2.24867
1048576,55.281,0.498816,9.95578
4194304,218.323,1.02778,36.2874
16777216,889.798,4.18557,154.977

sample-88,cpu,thrust,work-efficient-hierarchical
4096,0.1455,0.054816,0.823168
16384,0.6825,0.090112,0.87616
65536,3.1554,0.088064,1.09658
262144,14.5111,0.359968,2.28381
